,type,id,tags,geometry
571,node,4408874916,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3678575 47.4228976)
572,node,4408874917,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3681041 47.4229011)
573,node,4408874918,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3678837 47.4229062)
574,node,4408874919,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3680733 47.4229184)
575,node,4408874921,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '5', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3679754 47.4229288)
576,node,4408874922,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '5', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3680123 47.4229406)
577,node,4408874923,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'height': '3', 'level': '-1', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (9.3679834 47.4229982)
578,node,4410476982,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2021-09-14', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (9.3018299 47.4036998)
579,node,4410487800,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2021-09-14', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (9.301992 47.4036652)
580,node,4410487801,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2021-09-14', 'height': '5', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (9.3021664 47.4038522)
581,node,4415339535,"{'camera:angle': '20', 'camera:direction': '315', 'camera:mount': 'wall', 'camera:type': 'fixed', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5158047 47.3890849)
582,node,4415339536,"{'camera:angle': '20', 'camera:direction': '210', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2022-11-12', 'height': '3', 'man_made': 'surveillance', 'operator': 'Novotel', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5162814 47.3892341)
583,node,4415339537,"{'camera:angle': '20', 'camera:direction': '180', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-11-10', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5159331 47.3892262)
584,node,4415339538,"{'camera:angle': '20', 'camera:direction': '180', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-11-10', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5162215 47.3896325)
585,node,4415339539,"{'camera:angle': '20', 'camera:direction': '40', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-11-10', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5162274 47.3896423)
586,node,4415339540,"{'camera:angle': '20', 'camera:direction': '190', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-11-10', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5163436 47.3898043)
587,node,4415339541,"{'camera:angle': '20', 'camera:direction': '50', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-11-10', 'height': '3', 'man_made': 'surveillance', 'operator': 'Technopark Zürich', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",POINT (8.5163489 47.3898113)
588,node,4419202885,"{'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'camera'}",POINT (9.3770891 47.4222649)
589,node,4419203454,"{'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'camera'}",POINT (9.1235525 47.5626271)
590,node,4450326134,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (8.305405 47.4802171)
591,node,4471123116,"{'camera:mount': 'wall', 'camera:type': 'dome', 'check_date': '2022-04-15', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (8.8651729 46.1496051)
592,node,4487092642,"{'camera:type': 'panning', 'contact:webcam': 'https://www.jungfrau.ch/webcams/top-of-europe-jungfraujoch/#/', 'description': '360° Panorama Webcam auf dem Jungfraujoch 3454 Meter über Meer', 'ele': '3454', 'man_made': 'surveillance', 'name': 'Panorama-Webcam Jungfraujoch', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'website': 'https://www.jungfrau.ch/de-ch/live/webcams/#webcam-jungfraujoch-top-of-europe', 'wheelchair': 'no'}",POINT (7.9808233 46.5474908)
593,node,4487152372,"{'description': '360° Panorama Webcam  Lauberhorn - Kleine Scheidegg bei der Bergstation der Sesselbahn Wixi neben der Startbar Lauberhorn', 'ele': '2317', 'man_made': 'surveillance', 'name': 'Panorama Webcam Lauberhorn - Kleine Scheidegg', 'website': 'https://www.jungfrau.ch/webcams'}",POINT (7.9469656 46.5866933)
594,node,4487159167,"{'camera:mount': 'roof', 'camera:type': 'panning', 'contact:webcam': 'https://maennlichen.roundshot.com/#/', 'description': '360° Panorama Webcam Männlichen - Kleine Scheidegg bei der Bergstation der Gondelbahn Grindelwald - Männlichen', 'ele': '2225', 'man_made': 'surveillance', 'name': 'Panorama-Webcam Männlichen', 'surveillance': 'webcam', 'surveillance:type': 'camera', 'website': 'https://www.jungfrau.ch/webcams'}",POINT (7.942643 46.6109841)
595,node,4488115821,"{'description': '360° Panorama Webcam Grindelwald-First bei der Mittelstation Schreckfeld der Gondelbahn Grindelwald-First', 'ele': '1956', 'man_made': 'surveillance', 'name': 'Panorama-Webcam Schreckfeld Grindelwald-First', 'website': 'https://www.jungfrau.ch/webcams'}",POINT (8.0652796 46.6584138)
596,node,4512555367,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'operator': 'SBB', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.5434267 47.4113307)
597,node,4512555705,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'operator': 'SBB', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.5454821 47.4122273)
598,node,4512555706,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'operator': 'SBB', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.545352 47.4126597)
599,node,4512555707,"{'camera:mount': 'ceiling', 'camera:type': 'dome', 'level': '-1', 'man_made': 'surveillance', 'operator': 'SBB', 'surveillance': 'indoor', 'surveillance:type': 'camera'}",POINT (8.5454231 47.4126833)
600,node,4541876935,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance:type': 'camera', 'website': 'http://www.berggasthaus-hoernli.ch/webcam_und_wetter.php'}",POINT (8.9414024 47.370734)
601,node,4563801128,"{'contact:website': 'http://wetter-arbon.ch/webcam', 'man_made': 'surveillance', 'name': 'Arbon Hafen', 'operator': 'IG Wetterstation Arbon', 'surveillance:type': 'camera'}",POINT (9.4417656 47.5129971)
602,node,4569100539,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",POINT (8.8504706 47.2629366)
603,node,4590454439,"{'camera:direction': '180, 270', 'camera:mount': 'wall', 'camera:type': 'dome', 'check_date': '2022-10-09', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'Underpass'}",POINT (8.7918827 47.3176869)
604,node,4599604297,"{'camera:direction': '360', 'camera:type': 'panning', 'check_date': '2023-02-18', 'description': 'Infrarotkamera zum Schutz des Gen-Feldes. Areal ist durch einen Sicherheitsdienst 24h bewacht', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5230222 47.4278246)
605,node,4644399561,"{'camera:angle': '90', 'camera:direction': '360', 'camera:mount': 'pole', 'camera:type': 'dome', 'height': '15', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (9.3662551 47.4201691)
606,node,4644401884,"{'camera:angle': '45', 'camera:direction': '180', 'camera:mount': 'wall', 'camera:type': 'fixed', 'check_date': '2021-07-11', 'height': '3', 'man_made': 'surveillance', 'operator': 'Migros', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'parking'}",POINT (9.3706327 47.4217859)
607,node,4666906656,"{'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (9.4687263 46.6989424)
608,node,4667172904,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4374087 46.9489165)
609,node,4667172906,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4397369 46.9502787)
610,node,4667172908,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4392434 46.9504911)
611,node,4667172910,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4376018 46.9492754)
612,node,4667172912,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4374087 46.9494585)
613,node,4667172913,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.437752 46.9490483)
614,node,4667172914,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4376984 46.9490337)
615,node,4667172915,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4375589 46.9489678)
616,node,4667172917,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4373873 46.9483599)
617,node,4667172918,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4371834 46.9483379)
618,node,4667172919,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4374195 46.9477446)
619,node,4667172920,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4377091 46.9478032)
620,node,4667172922,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4373122 46.9480889)
621,node,4667172923,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4369259 46.9480889)
622,node,4667172924,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4369581 46.9479497)
623,node,4667172925,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4377927 46.9479958)
624,node,4667172928,"{'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (7.4387691 46.9470046)
625,node,4667172929,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4393828 46.9491435)
626,node,4667172930,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4401338 46.9483818)
627,node,4667172931,"{'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (7.4398719 46.9482347)
628,node,4667172932,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4410673 46.9528274)
629,node,4667172933,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4414925 46.9516129)
630,node,4667172934,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4413006 46.9506441)
631,node,4667172935,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4412304 46.9495726)
632,node,4667172936,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4408527 46.9490117)
633,node,4667172937,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4408964 46.9485568)
634,node,4667172938,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4408429 46.9473944)
635,node,4667172939,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4412195 46.949068)
636,node,4667172940,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4419114 46.9489959)
637,node,4667172941,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4422768999999995 46.9490634)
638,node,4667172942,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4443717 46.9503007)
639,node,4667172943,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4434196 46.9508947)
640,node,4667172944,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4428043 46.950958299999996)
641,node,4667172945,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4434059 46.9506562)
642,node,4667172946,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4449296 46.9502861)
643,node,4667172947,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4454446 46.9498979)
644,node,4667172948,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4449189 46.9499931)
645,node,4667172949,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4424522 46.949702)
646,node,4667172950,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4425311 46.949796)
647,node,4667172951,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4438365 46.949412)
648,node,4667172952,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4434471 46.949381)
649,node,4667172953,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4433547 46.9493956)
650,node,4667172954,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4432518 46.949434)
651,node,4667172955,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.44084 46.9489483)
652,node,4667172956,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4408026 46.94891)
653,node,4667172957,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4418258999999995 46.9480112)
654,node,4667172958,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4426501 46.948001)
655,node,4667172959,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4427619 46.9481816)
656,node,4667172960,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4414873 46.9473089)
657,node,4667172961,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.442244 46.9474702)
658,node,4667172962,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4429117 46.9474659)
659,node,4667208809,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4434821 46.9464437)
660,node,4667208810,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4433672 46.9467034)
661,node,4667208811,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4412643 46.9461027)
662,node,4667208813,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4412831 46.9460772)
663,node,4667208814,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4440731 46.9462426)
664,node,4667208815,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4439174999999995 46.9463417)
665,node,4667208816,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4432374 46.9462194)
666,node,4667208817,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4425305 46.9461291)
667,node,4667208818,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4437346 46.9464142)
668,node,4667208819,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4436775 46.9466359)
669,node,4667208820,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4442346 46.9462391)
670,node,4667208822,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.444765 46.9472529)
671,node,4667208826,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4442033 46.9480929)
672,node,4667208827,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4456697 46.9478916)
673,node,4667208828,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4447592 46.9464491)
674,node,4667208829,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4446651 46.9467332)
675,node,4667208830,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4463424 46.9464193)
676,node,4667208833,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4467488 46.9468652)
677,node,4667208834,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4468752 46.9469195)
678,node,4667208835,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4476447 46.9481199)
679,node,4667208836,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4449667 46.9465938)
680,node,4667208837,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4459843 46.9465795)
681,node,4667208838,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4459845 46.9467568)
682,node,4667208840,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4448774 46.9464185)
683,node,4667208841,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4516948 46.9490004)
684,node,4667208842,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4491925 46.9492)
685,node,4667208843,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4488596 46.9478948)
686,node,4667208844,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4489751 46.9480339)
687,node,4667208845,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4511452 46.9480465)
688,node,4667208846,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4529868 46.9490962)
689,node,4667208847,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4537235 46.9481144)
690,node,4667208848,"{'addr:full': 'Gerechtigkeitsgasse 12, 3011 Bern', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.4556644 46.9487952)
691,node,4668350173,"{'camera:mount': 'pole', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (9.409013 46.8122773)
692,node,4668350179,"{'camera:mount': 'pole', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (9.4117677 46.8091868)
693,node,4674647600,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2022-06-21', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (9.465775 47.0419112)
694,node,4674873609,"{'camera:mount': 'pole', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (9.5930263 47.3371531)
695,node,4693260360,"{'camera:direction': '230', 'camera:mount': 'mast', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'police'}",POINT (8.5322373 47.397609)
696,node,4693260361,"{'camera:direction': '55', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'police'}",POINT (8.530806 47.3970103)
697,node,4693260362,"{'camera:direction': '200', 'camera:type': 'fixed', 'fixme': 'Existiert diese Webcam noch? Der URL http://www.wipkingen.net/webcam1/ gibt es nicht mehr.', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'street'}",POINT (8.524147 47.3930629)
698,node,4693260363,"{'camera:direction': '180', 'camera:type': 'fixed', 'fixme': 'Existiert diese Webcam noch? Der URL http://www.wipkingen.net/webcam2/ gibt es nicht mehr.', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'street'}",POINT (8.524236 47.3930454)
699,node,4693260364,"{'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'police'}",POINT (8.5224622 47.3905071)
700,node,4693260368,"{'camera:direction': '239', 'camera:type': 'fixed', 'man_made': 'surveillance', 'maxspeed': '50', 'surveillance': 'maxspeed', 'surveillance:type': 'camera'}",POINT (8.524935 47.3936807)
701,node,4693260369,"{'camera:direction': '90', 'camera:mount': 'dome', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'private', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",POINT (8.5323379 47.3969685)
702,node,4693260374,"{'camera:type': 'dome', 'check_date': '2021-11-13', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5418847 47.3979876)
703,node,4693260375,"{'camera:type': 'dome', 'check_date': '2021-11-13', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5416345 47.3976127)
704,node,4693265488,"{'camera:type': 'dome', 'check_date': '2022-06-01', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5315686 47.3847626)
705,node,4693266089,"{'camera:type': 'dome', 'check_date': '2022-06-01', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.531739 47.3846415)
706,node,4693266090,"{'camera:type': 'dome', 'check_date': '2022-06-01', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5314336 47.3846797)
707,node,4693266091,"{'camera:type': 'dome', 'check_date': '2022-06-01', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (8.5315761 47.3845634)
708,node,4702379272,"{'camera:angle': '30', 'camera:mount': 'pole', 'camera:type': 'panning', 'contact:webcam': 'https://savognin.graubuenden.ch/de/webcam/piz-martegnas', 'man_made': 'surveillance', 'operator': 'Savognin Bergbahnen (SB)', 'surveillance': 'public', 'surveillance:type': 'camera', 'website:webcam': 'http://webtv.feratel.com/webtv/?design=v3&cam=4091'}",POINT (9.5298554 46.5774225)
709,node,4737581124,"{'camera:mount': 'pole', 'camera:type': 'panning', 'check_date': '2021-10-15', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.6323423 46.5196347)
710,node,4737581502,"{'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.646383 46.5215596)
711,node,4737581845,"{'camera:type': 'panning', 'check_date': '2021-07-05', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.6371176 46.5206147)
712,node,4737584189,"{'camera:type': 'fixed', 'check_date': '2021-07-14', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.6247704 46.5234917)
713,node,4737584273,"{'camera:type': 'panning', 'check_date': '2021-07-14', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.6246456 46.5235187)
714,node,4737584297,"{'camera:type': 'fixed', 'check_date': '2022-10-19', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",POINT (6.6265455 46.5231775)
715,node,4744531745,"{'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",POINT (6.524571 46.6110304)
716,node,4759062685,"{'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (6.6515761 46.5267012)
717,node,4788401321,"{'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'indoor', 'surveillance:type': 'camera', 'surveillance:zone': 'public_transport_platform'}",POINT (7.5895298 47.5476277)
718,node,4800757070,"{'camera:direction': '270', 'camera:mount': 'pole', 'camera:type': 'panning', 'contact:webcam': 'https://valleedejoux.roundshot.com/', 'ele': '1000', 'man_made': 'surveillance', 'name': 'Vallée de joux round shot', 'surveillance': 'outdoor_meteo', 'surveillance:type': 'camera'}",POINT (6.336716 46.6613359)
719,node,4800768533,"{'camera:type': 'fixed', 'contact:webcam': 'http://www.rocheray.ch/fr/webcam-fr', 'man_made': 'surveillance', 'name': 'Bellevue Le Rocheray', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",POINT (6.2499933 46.6227269)
720,node,4803068195,"{'contact:webcam': 'http://www.rnvl.ch/meteo/balise-de-jaman', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (6.9765312999999995 46.4422918)
721,node,4803069991,"{'camera:direction': '180', 'contact:webcam': 'http://www.goldenpass.ch/fr/webcam-les-rochers-de-naye-sud', 'man_made': 'surveillance', 'name': 'rochers de naye sud', 'surveillance:type': 'camera', 'surveillance:zone': 'atm'}",POINT (6.978242 46.431788)
722,node,4803069992,"{'contact:webcam': 'http://www.goldenpass.ch/fr/webcam-les-rochers-de-naye-ouest', 'man_made': 'surveillance', 'name': 'rochers de naye ouest', 'surveillance:type': 'camera'}",POINT (6.9763313 46.4330839)
723,node,4803069993,"{'contact:webcam': 'http://www.goldenpass.ch/fr/webcam-les-rochers-de-naye-est', 'man_made': 'surveillance', 'name': 'rochers de naye est', 'surveillance:type': 'camera'}",POINT (6.975696 46.4320264)
724,node,4803069994,"{'contact:webcam': 'https://www.webcam-4insiders.com/de/Wetter-Les%20Pl%c3%a9iades/8179-Les%20Pl%c3%a9iades-Wetter.php', 'man_made': 'surveillance', 'name': 'pleiades', 'surveillance': 'outdoor', 'surveillance:type': 'webcam', 'surveillance:zone': 'lake'}",POINT (6.9083939999999995 46.4823961)
725,node,4803069995,"{'contact:webcam': 'https://tlml.roundshot.com/', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.0019028 46.3597111)
726,node,4803069996,"{'contact:webcam': 'https://glacier3000.roundshot.com/', 'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (7.2039634 46.3267814)
727,node,4805177140,"{'man_made': 'surveillance', 'surveillance:type': 'camera'}",POINT (6.9410897 46.5144589)
728,node,4806600479,"{'camera:direction': '290', 'camera:mount': 'building', 'camera:type': 'fixed', 'contact:webcam': 'https://grischuni.com/webcam-flaesch.html', 'man_made': 'surveillance', 'name': 'Webcam Fläsch', 'surveillance': 'webcam', 'surveillance:type': 'camera'}",POINT (9.5138793 47.0277495)
